PO_ID,ProductID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,QuantityReceived,UnitCost,TotalCost,Status,DelayDays
PO002569,PROD0067,SUP014,WH01,17-09-2025,24-09-2025,26-09-2025,1068,1068,1.63,1740.84,Delivered,2
PO002570,PROD0067,SUP014,WH01,22-10-2025,29-10-2025,31-10-2025,1068,1068,1.63,1740.84,Delivered,2
PO002571,PROD0067,SUP014,WH01,22-11-2025,29-11-2025,30-11-2025,1068,1068,1.63,1740.84,Delivered,1
PO002572,PROD0067,SUP014,WH01,20-12-2025,27-12-2025,28-12-2025,1068,1068,1.63,1740.84,Delivered,1
PO002573,PROD0067,SUP014,WH03,03-01-2025,10-01-2025,12-01-2025,857,857,1.63,1396.91,Delivered,2
PO002574,PROD0067,SUP014,WH03,06-02-2025,13-02-2025,14-02-2025,857,857,1.63,1396.91,Delivered,1
PO002575,PROD0067,SUP014,WH03,17-03-2025,24-03-2025,25-03-2025,857,857,1.63,1396.91,Delivered,1
PO002576,PROD0067,SUP014,WH03,22-04-2025,29-04-2025,29-04-2025,857,857,1.63,1396.91,Delivered,0
PO002577,PROD0067,SUP014,WH03,25-05-2025,01-06-2025,02-06-2025,857,857,1.63,1396.91,Delivered,1
PO002578,PROD0067,SUP014,WH03,30-06-2025,07-07-2025,07-07-2025,857,857,1.63,1396.91,Delivered,0
PO002579,PROD0067,SUP014,WH03,05-08-2025,12-08-2025,12-08-2025,857,857,1.63,1396.91,Delivered,0
PO002580,PROD0067,SUP014,WH03,07-09-2025,14-09-2025,15-09-2025,857,857,1.63,1396.91,Delivered,1
PO002581,PROD0067,SUP014,WH03,11-10-2025,18-10-2025,18-10-2025,857,857,1.63,1396.91,Delivered,0
PO002582,PROD0067,SUP014,WH03,12-11-2025,19-11-2025,20-11-2025,857,857,1.63,1396.91,Delivered,1
PO002583,PROD0067,SUP014,WH03,09-12-2025,16-12-2025,16-12-2025,857,857,1.63,1396.91,Delivered,0
PO002584,PROD0067,SUP014,WH04,06-01-2025,13-01-2025,15-01-2025,902,902,1.63,1470.26,Delivered,2
PO002585,PROD0067,SUP014,WH04,11-02-2025,18-02-2025,01-03-2025,902,902,1.63,1470.26,Delivered,11
PO002586,PROD0067,SUP014,WH04,28-03-2025,04-04-2025,05-04-2025,902,902,1.63,1470.26,Delivered,1
PO002587,PROD0067,SUP014,WH04,03-05-2025,10-05-2025,17-05-2025,902,902,1.63,1470.26,Delivered,7
PO002588,PROD0067,SUP014,WH04,11-06-2025,18-06-2025,19-06-2025,902,902,1.63,1470.26,Delivered,1
PO002589,PROD0067,SUP014,WH04,16-07-2025,23-07-2025,23-07-2025,902,902,1.63,1470.26,Delivered,0
PO002590,PROD0067,SUP014,WH04,20-08-2025,27-08-2025,29-08-2025,902,902,1.63,1470.26,Delivered,2
PO002591,PROD0067,SUP014,WH04,23-09-2025,30-09-2025,01-10-2025,902,902,1.63,1470.26,Delivered,1
PO002592,PROD0067,SUP014,WH04,29-10-2025,05-11-2025,07-11-2025,902,902,1.63,1470.26,Delivered,2
PO002593,PROD0067,SUP014,WH04,30-11-2025,07-12-2025,10-12-2025,902,902,1.63,1470.26,Delivered,3
PO002594,PROD0067,SUP014,WH04,29-12-2025,05-01-2026,05-01-2026,902,902,1.63,1470.26,Delivered,0
PO002595,PROD0067,SUP014,WH04,30-12-2025,06-01-2026,19-01-2026,902,902,1.63,1470.26,Delivered,13
PO002596,PROD0067,SUP014,WH04,31-12-2025,07-01-2026,07-01-2026,902,902,1.63,1470.26,Delivered,0
PO002597,PROD0067,SUP014,WH02,06-01-2025,13-01-2025,15-01-2025,1295,1295,1.63,2110.85,Delivered,2
PO002598,PROD0067,SUP014,WH02,11-02-2025,18-02-2025,25-02-2025,1295,1295,1.63,2110.85,Delivered,7
PO002599,PROD0067,SUP014,WH02,26-03-2025,02-04-2025,04-04-2025,1295,1295,1.63,2110.85,Delivered,2
PO002600,PROD0067,SUP014,WH02,01-05-2025,08-05-2025,09-05-2025,1295,1295,1.63,2110.85,Delivered,1
PO002601,PROD0067,SUP014,WH02,31-05-2025,07-06-2025,07-06-2025,1295,1295,1.63,2110.85,Delivered,0
PO002602,PROD0067,SUP014,WH02,06-07-2025,13-07-2025,13-07-2025,1295,1295,1.63,2110.85,Delivered,0
PO002603,PROD0067,SUP014,WH02,11-08-2025,18-08-2025,18-08-2025,1295,1295,1.63,2110.85,Delivered,0
PO002604,PROD0067,SUP014,WH02,16-09-2025,23-09-2025,24-09-2025,1295,1295,1.63,2110.85,Delivered,1
PO002605,PROD0067,SUP014,WH02,20-10-2025,27-10-2025,28-10-2025,1295,1295,1.63,2110.85,Delivered,1
PO002606,PROD0067,SUP014,WH02,19-11-2025,26-11-2025,26-11-2025,1295,1295,1.63,2110.85,Delivered,0
PO002607,PROD0067,SUP014,WH02,17-12-2025,24-12-2025,24-12-2025,1295,1295,1.63,2110.85,Delivered,0
PO002608,PROD0068,SUP010,WH01,08-01-2025,22-01-2025,24-01-2025,644,644,32.1,20672.4,Delivered,2
PO002609,PROD0068,SUP010,WH01,16-02-2025,02-03-2025,02-03-2025,644,644,32.1,20672.4,Delivered,0
PO002610,PROD0068,SUP010,WH01,23-03-2025,06-04-2025,14-04-2025,644,600,32.1,20672.4,Partial - Defect/Shortage,8
PO002611,PROD0068,SUP010,WH01,25-04-2025,09-05-2025,09-05-2025,644,644,32.1,20672.4,Delivered,0
PO002612,PROD0068,SUP010,WH01,26-05-2025,09-06-2025,10-06-2025,644,644,32.1,20672.4,Delivered,1
PO002613,PROD0068,SUP010,WH01,25-06-2025,09-07-2025,09-07-2025,644,644,32.1,20672.4,Delivered,0
PO002614,PROD0068,SUP010,WH01,02-08-2025,16-08-2025,20-08-2025,644,644,32.1,20672.4,Delivered,4
PO002615,PROD0068,SUP010,WH01,05-09-2025,19-09-2025,21-09-2025,644,644,32.1,20672.4,Delivered,2
PO002616,PROD0068,SUP010,WH01,04-10-2025,18-10-2025,18-10-2025,644,644,32.1,20672.4,Delivered,0
PO002617,PROD0068,SUP010,WH01,09-11-2025,23-11-2025,23-11-2025,644,644,32.1,20672.4,Delivered,0
PO002618,PROD0068,SUP010,WH01,17-12-2025,31-12-2025,01-01-2026,644,644,32.1,20672.4,Delivered,1
PO002619,PROD0068,SUP010,WH01,18-12-2025,01-01-2026,03-01-2026,644,644,32.1,20672.4,Delivered,2
PO002620,PROD0068,SUP010,WH01,19-12-2025,02-01-2026,07-01-2026,644,644,32.1,20672.4,Delivered,5
PO002621,PROD0068,SUP010,WH01,20-12-2025,03-01-2026,05-01-2026,644,644,32.1,20672.4,Delivered,2
PO002622,PROD0068,SUP010,WH01,21-12-2025,04-01-2026,04-01-2026,644,644,32.1,20672.4,Delivered,0
PO002623,PROD0068,SUP010,WH01,22-12-2025,05-01-2026,05-01-2026,644,644,32.1,20672.4,Delivered,0
PO002624,PROD0068,SUP010,WH01,23-12-2025,06-01-2026,08-01-2026,644,644,32.1,20672.4,Delivered,2
PO002625,PROD0068,SUP010,WH01,24-12-2025,07-01-2026,09-01-2026,644,644,32.1,20672.4,Delivered,2
PO002626,PROD0068,SUP010,WH01,25-12-2025,08-01-2026,14-01-2026,644,644,32.1,20672.4,Delivered,6
PO002627,PROD0068,SUP010,WH01,26-12-2025,09-01-2026,10-01-2026,644,644,32.1,20672.4,Delivered,1
PO002628,PROD0068,SUP010,WH01,27-12-2025,10-01-2026,12-01-2026,644,644,32.1,20672.4,Delivered,2
PO002629,PROD0068,SUP010,WH01,28-12-2025,11-01-2026,13-01-2026,644,644,32.1,20672.4,Delivered,2
PO002630,PROD0068,SUP010,WH01,29-12-2025,12-01-2026,13-01-2026,644,644,32.1,20672.4,Delivered,1
PO002631,PROD0068,SUP010,WH01,30-12-2025,13-01-2026,15-01-2026,644,644,32.1,20672.4,Delivered,2
PO002632,PROD0068,SUP010,WH01,31-12-2025,14-01-2026,19-01-2026,644,644,32.1,20672.4,Delivered,5
PO002633,PROD0068,SUP010,WH03,13-01-2025,27-01-2025,28-01-2025,589,589,32.1,18906.9,Delivered,1
PO002634,PROD0068,SUP010,WH03,21-02-2025,07-03-2025,07-03-2025,589,589,32.1,18906.9,Delivered,0
PO002635,PROD0068,SUP010,WH03,24-03-2025,07-04-2025,07-04-2025,589,589,32.1,18906.9,Delivered,0
PO002636,PROD0068,SUP010,WH03,22-04-2025,06-05-2025,07-05-2025,589,589,32.1,18906.9,Delivered,1
PO002637,PROD0068,SUP010,WH03,22-05-2025,05-06-2025,07-06-2025,589,589,32.1,18906.9,Delivered,2
PO002638,PROD0068,SUP010,WH03,23-06-2025,07-07-2025,07-07-2025,589,589,32.1,18906.9,Delivered,0
PO002639,PROD0068,SUP010,WH03,31-07-2025,14-08-2025,16-08-2025,589,589,32.1,18906.9,Delivered,2
PO002640,PROD0068,SUP010,WH03,30-08-2025,13-09-2025,15-09-2025,589,589,32.1,18906.9,Delivered,2
PO002641,PROD0068,SUP010,WH03,28-09-2025,12-10-2025,19-10-2025,589,589,32.1,18906.9,Delivered,7
PO002642,PROD0068,SUP010,WH03,06-11-2025,20-11-2025,26-11-2025,589,589,32.1,18906.9,Delivered,6
PO002643,PROD0068,SUP010,WH03,09-12-2025,23-12-2025,24-12-2025,589,589,32.1,18906.9,Delivered,1
PO002644,PROD0068,SUP010,WH04,11-01-2025,25-01-2025,27-01-2025,653,653,32.1,20961.3,Delivered,2
PO002645,PROD0068,SUP010,WH04,22-02-2025,08-03-2025,09-03-2025,653,653,32.1,20961.3,Delivered,1
PO002646,PROD0068,SUP010,WH04,27-03-2025,10-04-2025,11-04-2025,653,653,32.1,20961.3,Delivered,1
PO002647,PROD0068,SUP010,WH04,25-04-2025,09-05-2025,10-05-2025,653,653,32.1,20961.3,Delivered,1
PO002648,PROD0068,SUP010,WH04,31-05-2025,14-06-2025,16-06-2025,653,653,32.1,20961.3,Delivered,2
PO002649,PROD0068,SUP010,WH04,05-07-2025,19-07-2025,19-07-2025,653,653,32.1,20961.3,Delivered,0
PO002650,PROD0068,SUP010,WH04,08-08-2025,22-08-2025,02-09-2025,653,653,32.1,20961.3,Delivered,11
PO002651,PROD0068,SUP010,WH04,16-09-2025,30-09-2025,30-09-2025,653,653,32.1,20961.3,Delivered,0
PO002652,PROD0068,SUP010,WH04,15-10-2025,29-10-2025,30-10-2025,653,653,32.1,20961.3,Delivered,1
PO002653,PROD0068,SUP010,WH04,14-11-2025,28-11-2025,30-11-2025,653,653,32.1,20961.3,Delivered,2
PO002654,PROD0068,SUP010,WH04,15-12-2025,29-12-2025,31-12-2025,653,653,32.1,20961.3,Delivered,2
PO002655,PROD0068,SUP010,WH02,13-01-2025,27-01-2025,27-01-2025,655,655,32.1,21025.5,Delivered,0
PO002656,PROD0068,SUP010,WH02,23-02-2025,09-03-2025,21-03-2025,655,631,32.1,21025.5,Partial - Defect/Shortage,12
PO002657,PROD0068,SUP010,WH02,04-04-2025,18-04-2025,20-04-2025,655,655,32.1,21025.5,Delivered,2
PO002658,PROD0068,SUP010,WH02,03-05-2025,17-05-2025,19-05-2025,655,655,32.1,21025.5,Delivered,2
PO002659,PROD0068,SUP010,WH02,04-06-2025,18-06-2025,18-06-2025,655,655,32.1,21025.5,Delivered,0
PO002660,PROD0068,SUP010,WH02,09-07-2025,23-07-2025,23-07-2025,655,655,32.1,21025.5,Delivered,0
PO002661,PROD0068,SUP010,WH02,14-08-2025,28-08-2025,29-08-2025,655,614,32.1,21025.5,Partial - Defect/Shortage,1
PO002662,PROD0068,SUP010,WH02,16-09-2025,30-09-2025,01-10-2025,655,655,32.1,21025.5,Delivered,1
PO002663,PROD0068,SUP010,WH02,19-10-2025,02-11-2025,03-11-2025,655,655,32.1,21025.5,Delivered,1
PO002664,PROD0068,SUP010,WH02,22-11-2025,06-12-2025,08-12-2025,655,655,32.1,21025.5,Delivered,2
PO002665,PROD0068,SUP010,WH02,23-12-2025,06-01-2026,07-01-2026,655,655,32.1,21025.5,Delivered,1
PO002666,PROD0068,SUP010,WH02,24-12-2025,07-01-2026,08-01-2026,655,625,32.1,21025.5,Partial - Defect/Shortage,1
PO002667,PROD0068,SUP010,WH02,25-12-2025,08-01-2026,09-01-2026,655,655,32.1,21025.5,Delivered,1
PO002668,PROD0068,SUP010,WH02,26-12-2025,09-01-2026,11-01-2026,655,655,32.1,21025.5,Delivered,2
PO002669,PROD0068,SUP010,WH02,27-12-2025,10-01-2026,10-01-2026,655,655,32.1,21025.5,Delivered,0
PO002670,PROD0068,SUP010,WH02,28-12-2025,11-01-2026,12-01-2026,655,655,32.1,21025.5,Delivered,1
PO002671,PROD0068,SUP010,WH02,29-12-2025,12-01-2026,14-01-2026,655,655,32.1,21025.5,Delivered,2
PO002672,PROD0068,SUP010,WH02,30-12-2025,13-01-2026,14-01-2026,655,655,32.1,21025.5,Delivered,1
PO002673,PROD0068,SUP010,WH02,31-12-2025,14-01-2026,14-01-2026,655,655,32.1,21025.5,Delivered,0
PO002674,PROD0069,SUP016,WH03,02-01-2025,07-01-2025,07-01-2025,388,388,25.48,9886.24,Delivered,0
PO002675,PROD0069,SUP016,WH03,13-02-2025,18-02-2025,18-02-2025,388,388,25.48,9886.24,Delivered,0
PO002676,PROD0069,SUP016,WH03,23-03-2025,28-03-2025,28-03-2025,388,388,25.48,9886.24,Delivered,0
PO002677,PROD0069,SUP016,WH03,24-04-2025,29-04-2025,30-04-2025,388,388,25.48,9886.24,Delivered,1
PO002678,PROD0069,SUP016,WH03,21-05-2025,26-05-2025,28-05-2025,388,388,25.48,9886.24,Delivered,2
PO002679,PROD0069,SUP016,WH03,16-06-2025,21-06-2025,21-06-2025,388,388,25.48,9886.24,Delivered,0
PO002680,PROD0069,SUP016,WH03,10-07-2025,15-07-2025,15-07-2025,388,388,25.48,9886.24,Delivered,0
PO002681,PROD0069,SUP016,WH03,04-08-2025,09-08-2025,11-08-2025,388,388,25.48,9886.24,Delivered,2
PO002682,PROD0069,SUP016,WH03,05-09-2025,10-09-2025,11-09-2025,388,388,25.48,9886.24,Delivered,1
PO002683,PROD0069,SUP016,WH03,11-10-2025,16-10-2025,18-10-2025,388,388,25.48,9886.24,Delivered,2
PO002684,PROD0069,SUP016,WH03,23-11-2025,28-11-2025,28-11-2025,388,388,25.48,9886.24,Delivered,0
PO002685,PROD0069,SUP016,WH03,30-12-2025,04-01-2026,05-01-2026,388,388,25.48,9886.24,Delivered,1
PO002686,PROD0069,SUP016,WH03,31-12-2025,05-01-2026,05-01-2026,388,388,25.48,9886.24,Delivered,0
PO002687,PROD0069,SUP016,WH04,05-01-2025,10-01-2025,10-01-2025,392,392,25.48,9988.16,Delivered,0
PO002688,PROD0069,SUP016,WH04,14-02-2025,19-02-2025,19-02-2025,392,392,25.48,9988.16,Delivered,0
PO002689,PROD0069,SUP016,WH04,21-03-2025,26-03-2025,28-03-2025,392,392,25.48,9988.16,Delivered,2
PO002690,PROD0069,SUP016,WH04,21-04-2025,26-04-2025,27-04-2025,392,392,25.48,9988.16,Delivered,1
PO002691,PROD0069,SUP016,WH04,17-05-2025,22-05-2025,23-05-2025,392,392,25.48,9988.16,Delivered,1
PO002692,PROD0069,SUP016,WH04,13-06-2025,18-06-2025,19-06-2025,392,369,25.48,9988.16,Partial - Defect/Shortage,1
PO002693,PROD0069,SUP016,WH04,08-07-2025,13-07-2025,15-07-2025,392,392,25.48,9988.16,Delivered,2
PO002694,PROD0069,SUP016,WH04,04-08-2025,09-08-2025,11-08-2025,392,392,25.48,9988.16,Delivered,2
PO002695,PROD0069,SUP016,WH04,04-09-2025,09-09-2025,10-09-2025,392,392,25.48,9988.16,Delivered,1
PO002696,PROD0069,SUP016,WH04,10-10-2025,15-10-2025,15-10-2025,392,392,25.48,9988.16,Delivered,0
PO002697,PROD0069,SUP016,WH04,20-11-2025,25-11-2025,27-11-2025,392,392,25.48,9988.16,Delivered,2
PO002698,PROD0069,SUP016,WH04,26-12-2025,31-12-2025,02-01-2026,392,392,25.48,9988.16,Delivered,2
PO002699,PROD0069,SUP016,WH04,27-12-2025,01-01-2026,03-01-2026,392,392,25.48,9988.16,Delivered,2
PO002700,PROD0069,SUP016,WH04,28-12-2025,02-01-2026,03-01-2026,392,392,25.48,9988.16,Delivered,1
PO002701,PROD0069,SUP016,WH04,29-12-2025,03-01-2026,05-01-2026,392,392,25.48,9988.16,Delivered,2
PO002702,PROD0069,SUP016,WH04,30-12-2025,04-01-2026,04-01-2026,392,392,25.48,9988.16,Delivered,0
PO002703,PROD0069,SUP016,WH04,31-12-2025,05-01-2026,07-01-2026,392,392,25.48,9988.16,Delivered,2
PO002704,PROD0070,SUP006,WH04,02-01-2025,06-01-2025,07-01-2025,150,150,127.17,19075.5,Delivered,1
PO002705,PROD0070,SUP006,WH04,12-02-2025,16-02-2025,18-02-2025,150,150,127.17,19075.5,Delivered,2
PO002706,PROD0070,SUP006,WH04,21-03-2025,25-03-2025,26-03-2025,150,150,127.17,19075.5,Delivered,1
PO002707,PROD0070,SUP006,WH04,19-04-2025,23-04-2025,23-04-2025,150,150,127.17,19075.5,Delivered,0
PO002708,PROD0070,SUP006,WH04,14-05-2025,18-05-2025,20-05-2025,150,150,127.17,19075.5,Delivered,2
PO002709,PROD0070,SUP006,WH04,11-06-2025,15-06-2025,17-06-2025,150,150,127.17,19075.5,Delivered,2
PO002710,PROD0070,SUP006,WH04,07-07-2025,11-07-2025,13-07-2025,150,150,127.17,19075.5,Delivered,2
PO002711,PROD0070,SUP006,WH04,05-08-2025,09-08-2025,09-08-2025,150,150,127.17,19075.5,Delivered,0
PO002712,PROD0070,SUP006,WH04,03-09-2025,07-09-2025,08-09-2025,150,150,127.17,19075.5,Delivered,1
PO002713,PROD0070,SUP006,WH04,12-10-2025,16-10-2025,16-10-2025,150,150,127.17,19075.5,Delivered,0
PO002714,PROD0070,SUP006,WH04,20-11-2025,24-11-2025,24-11-2025,150,150,127.17,19075.5,Delivered,0
PO002715,PROD0070,SUP006,WH04,28-12-2025,01-01-2026,02-01-2026,150,150,127.17,19075.5,Delivered,1
PO002716,PROD0070,SUP006,WH04,29-12-2025,02-01-2026,02-01-2026,150,150,127.17,19075.5,Delivered,0
PO002717,PROD0070,SUP006,WH04,30-12-2025,03-01-2026,05-01-2026,150,150,127.17,19075.5,Delivered,2
PO002718,PROD0070,SUP006,WH04,31-12-2025,04-01-2026,05-01-2026,150,150,127.17,19075.5,Delivered,1
PO002719,PROD0070,SUP006,WH02,05-01-2025,09-01-2025,10-01-2025,128,113,127.17,16277.76,Partial - Defect/Shortage,1
PO002720,PROD0070,SUP006,WH02,14-02-2025,18-02-2025,20-02-2025,128,128,127.17,16277.76,Delivered,2
PO002721,PROD0070,SUP006,WH02,21-03-2025,25-03-2025,03-04-2025,128,128,127.17,16277.76,Delivered,9
PO002722,PROD0070,SUP006,WH02,27-04-2025,01-05-2025,02-05-2025,128,128,127.17,16277.76,Delivered,1
PO002723,PROD0070,SUP006,WH02,25-05-2025,29-05-2025,31-05-2025,128,128,127.17,16277.76,Delivered,2
PO002724,PROD0070,SUP006,WH02,21-06-2025,25-06-2025,27-06-2025,128,118,127.17,16277.76,Partial - Defect/Shortage,2
PO002725,PROD0070,SUP006,WH02,15-07-2025,19-07-2025,21-07-2025,128,128,127.17,16277.76,Delivered,2
PO002726,PROD0070,SUP006,WH02,11-08-2025,15-08-2025,20-08-2025,128,128,127.17,16277.76,Delivered,5
PO002727,PROD0070,SUP006,WH02,18-09-2025,22-09-2025,22-09-2025,128,128,127.17,16277.76,Delivered,0
PO002728,PROD0070,SUP006,WH02,25-10-2025,29-10-2025,30-10-2025,128,128,127.17,16277.76,Delivered,1
PO002729,PROD0070,SUP006,WH02,06-12-2025,10-12-2025,10-12-2025,128,128,127.17,16277.76,Delivered,0
PO002730,PROD0070,SUP006,WH03,01-01-2025,05-01-2025,07-01-2025,124,124,127.17,15769.08,Delivered,2
PO002731,PROD0070,SUP006,WH03,14-02-2025,18-02-2025,19-02-2025,124,124,127.17,15769.08,Delivered,1
PO002732,PROD0070,SUP006,WH03,17-03-2025,21-03-2025,21-03-2025,124,124,127.17,15769.08,Delivered,0
PO002733,PROD0070,SUP006,WH03,18-04-2025,22-04-2025,22-04-2025,124,124,127.17,15769.08,Delivered,0
PO002734,PROD0070,SUP006,WH03,17-05-2025,21-05-2025,23-05-2025,124,124,127.17,15769.08,Delivered,2
PO002735,PROD0070,SUP006,WH03,12-06-2025,16-06-2025,17-06-2025,124,124,127.17,15769.08,Delivered,1
PO002736,PROD0070,SUP006,WH03,06-07-2025,10-07-2025,11-07-2025,124,124,127.17,15769.08,Delivered,1
PO002737,PROD0070,SUP006,WH03,31-07-2025,04-08-2025,05-08-2025,124,124,127.17,15769.08,Delivered,1
PO002738,PROD0070,SUP006,WH03,28-08-2025,01-09-2025,03-09-2025,124,124,127.17,15769.08,Delivered,2
PO002739,PROD0070,SUP006,WH03,29-09-2025,03-10-2025,04-10-2025,124,124,127.17,15769.08,Delivered,1
PO002740,PROD0070,SUP006,WH03,11-11-2025,15-11-2025,15-11-2025,124,124,127.17,15769.08,Delivered,0
PO002741,PROD0070,SUP006,WH03,23-12-2025,27-12-2025,28-12-2025,124,124,127.17,15769.08,Delivered,1
PO002742,PROD0071,SUP014,WH01,03-01-2025,10-01-2025,12-01-2025,282,282,101.02,28487.64,Delivered,2
PO002743,PROD0071,SUP014,WH01,13-02-2025,20-02-2025,22-02-2025,282,282,101.02,28487.64,Delivered,2
PO002744,PROD0071,SUP014,WH01,20-03-2025,27-03-2025,28-03-2025,282,282,101.02,28487.64,Delivered,1
PO002745,PROD0071,SUP014,WH01,20-04-2025,27-04-2025,29-04-2025,282,282,101.02,28487.64,Delivered,2
PO002746,PROD0071,SUP014,WH01,19-05-2025,26-05-2025,30-05-2025,282,282,101.02,28487.64,Delivered,4
PO002747,PROD0071,SUP014,WH01,22-06-2025,29-06-2025,29-06-2025,282,282,101.02,28487.64,Delivered,0
PO002748,PROD0071,SUP014,WH01,17-07-2025,24-07-2025,05-08-2025,282,282,101.02,28487.64,Delivered,12
PO002749,PROD0071,SUP014,WH01,26-08-2025,02-09-2025,04-09-2025,282,282,101.02,28487.64,Delivered,2
PO002750,PROD0071,SUP014,WH01,29-09-2025,06-10-2025,07-10-2025,282,282,101.02,28487.64,Delivered,1
PO002751,PROD0071,SUP014,WH01,08-11-2025,15-11-2025,17-11-2025,282,282,101.02,28487.64,Delivered,2
PO002752,PROD0071,SUP014,WH01,16-12-2025,23-12-2025,23-12-2025,282,282,101.02,28487.64,Delivered,0
PO002753,PROD0071,SUP014,WH02,07-01-2025,14-01-2025,15-01-2025,170,170,101.02,17173.4,Delivered,1
PO002754,PROD0071,SUP014,WH02,18-02-2025,25-02-2025,25-02-2025,170,170,101.02,17173.4,Delivered,0
PO002755,PROD0071,SUP014,WH02,26-03-2025,02-04-2025,03-04-2025,170,170,101.02,17173.4,Delivered,1
PO002756,PROD0071,SUP014,WH02,29-04-2025,06-05-2025,07-05-2025,170,170,101.02,17173.4,Delivered,1
PO002757,PROD0071,SUP014,WH02,25-05-2025,01-06-2025,04-06-2025,170,170,101.02,17173.4,Delivered,3
PO002758,PROD0071,SUP014,WH02,20-06-2025,27-06-2025,29-06-2025,170,170,101.02,17173.4,Delivered,2
PO002759,PROD0071,SUP014,WH02,17-07-2025,24-07-2025,26-07-2025,170,170,101.02,17173.4,Delivered,2
PO002760,PROD0071,SUP014,WH02,13-08-2025,20-08-2025,22-08-2025,170,170,101.02,17173.4,Delivered,2
PO002761,PROD0071,SUP014,WH02,16-09-2025,23-09-2025,23-09-2025,170,170,101.02,17173.4,Delivered,0
PO002762,PROD0071,SUP014,WH02,30-10-2025,06-11-2025,16-11-2025,170,170,101.02,17173.4,Delivered,10
PO002763,PROD0071,SUP014,WH02,17-12-2025,24-12-2025,26-12-2025,170,170,101.02,17173.4,Delivered,2
PO002764,PROD0071,SUP014,WH03,02-01-2025,09-01-2025,10-01-2025,189,189,101.02,19092.78,Delivered,1
PO002765,PROD0071,SUP014,WH03,17-02-2025,24-02-2025,26-02-2025,189,189,101.02,19092.78,Delivered,2
PO002766,PROD0071,SUP014,WH03,20-03-2025,27-03-2025,27-03-2025,189,189,101.02,19092.78,Delivered,0
PO002767,PROD0071,SUP014,WH03,20-04-2025,27-04-2025,27-04-2025,189,189,101.02,19092.78,Delivered,0
PO002768,PROD0071,SUP014,WH03,11-05-2025,18-05-2025,19-05-2025,189,189,101.02,19092.78,Delivered,1
PO002769,PROD0071,SUP014,WH03,07-06-2025,14-06-2025,16-06-2025,189,189,101.02,19092.78,Delivered,2
PO002770,PROD0071,SUP014,WH03,30-06-2025,07-07-2025,08-07-2025,189,189,101.02,19092.78,Delivered,1
PO002771,PROD0071,SUP014,WH03,31-07-2025,07-08-2025,09-08-2025,189,189,101.02,19092.78,Delivered,2
PO002772,PROD0071,SUP014,WH03,30-08-2025,06-09-2025,08-09-2025,189,189,101.02,19092.78,Delivered,2
PO002773,PROD0071,SUP014,WH03,07-10-2025,14-10-2025,14-10-2025,189,167,101.02,19092.78,Partial - Defect/Shortage,0
PO002774,PROD0071,SUP014,WH03,12-11-2025,19-11-2025,20-11-2025,189,189,101.02,19092.78,Delivered,1
PO002775,PROD0071,SUP014,WH03,22-12-2025,29-12-2025,31-12-2025,189,189,101.02,19092.78,Delivered,2
PO002776,PROD0071,SUP014,WH04,09-01-2025,16-01-2025,17-01-2025,237,237,101.02,23941.74,Delivered,1
PO002777,PROD0071,SUP014,WH04,20-02-2025,27-02-2025,27-02-2025,237,237,101.02,23941.74,Delivered,0
PO002778,PROD0071,SUP014,WH04,27-03-2025,03-04-2025,04-04-2025,237,237,101.02,23941.74,Delivered,1
PO002779,PROD0071,SUP014,WH04,24-04-2025,01-05-2025,02-05-2025,237,237,101.02,23941.74,Delivered,1
PO002780,PROD0071,SUP014,WH04,24-05-2025,31-05-2025,14-06-2025,237,237,101.02,23941.74,Delivered,14
PO002781,PROD0071,SUP014,WH04,02-07-2025,09-07-2025,09-07-2025,237,237,101.02,23941.74,Delivered,0
PO002782,PROD0071,SUP014,WH04,28-07-2025,04-08-2025,04-08-2025,237,237,101.02,23941.74,Delivered,0
PO002783,PROD0071,SUP014,WH04,27-08-2025,03-09-2025,08-09-2025,237,237,101.02,23941.74,Delivered,5
PO002784,PROD0071,SUP014,WH04,08-10-2025,15-10-2025,16-10-2025,237,237,101.02,23941.74,Delivered,1
PO002785,PROD0071,SUP014,WH04,16-11-2025,23-11-2025,25-11-2025,237,237,101.02,23941.74,Delivered,2
PO002786,PROD0071,SUP014,WH04,21-12-2025,28-12-2025,03-01-2026,237,237,101.02,23941.74,Delivered,6
PO002787,PROD0071,SUP014,WH04,22-12-2025,29-12-2025,30-12-2025,237,237,101.02,23941.74,Delivered,1
PO002788,PROD0072,SUP001,WH04,07-01-2025,23-01-2025,23-01-2025,711,711,43.72,31084.92,Delivered,0
PO002789,PROD0072,SUP001,WH04,18-02-2025,06-03-2025,14-03-2025,711,711,43.72,31084.92,Delivered,8
PO002790,PROD0072,SUP001,WH04,28-03-2025,13-04-2025,19-04-2025,711,711,43.72,31084.92,Delivered,6
PO002791,PROD0072,SUP001,WH04,04-05-2025,20-05-2025,21-05-2025,711,681,43.72,31084.92,Partial - Defect/Shortage,1
PO002792,PROD0072,SUP001,WH04,01-06-2025,17-06-2025,18-06-2025,711,711,43.72,31084.92,Delivered,1
PO002793,PROD0072,SUP001,WH04,01-07-2025,17-07-2025,18-07-2025,711,711,43.72,31084.92,Delivered,1
PO002794,PROD0072,SUP001,WH04,30-07-2025,15-08-2025,17-08-2025,711,711,43.72,31084.92,Delivered,2
